respondent_id,age_group,gender,nps,satisfaction,channel,free_text,submitted_at
R2025-000209,20대,남성,5,3,네이버 검색,가입 후 첫 구매 혜택이 명확해서 좋았습니다.,2025-03-15 08:40:00
R2025-000210,30대,여성,6,3,네이버 검색,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-03-15 09:05:00
R2025-000211,40대,남성,10,5,카카오톡 채널,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-03-15 10:13:00
R2025-000212,40대,여성,6,3,지인 추천,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-03-15 10:15:00
R2025-000213,20대,응답하지 않음,8,4,오프라인 매장,배송 예정일이 실제와 달라 일정 조정이 필요했습니다.,2025-03-15 14:12:00
R2025-000214,50대,남성,9,5,인스타그램,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-03-15 15:18:00
R2025-000215,40대,여성,9,4,네이버 검색,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-03-15 19:17:00
R2025-000216,40대,남성,4,3,오프라인 매장,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-03-15 20:21:00
R2025-000217,20대,여성,5,3,카카오톡 채널,상품 비교 기능이 있으면 더 좋겠습니다.,2025-03-15 22:12:00
R2025-000218,20대,남성,9,4,네이버 검색,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-03-16 01:14:00
R2025-000219,50대,남성,6,4,카카오톡 채널,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-03-16 03:05:00
R2025-000220,30대,남성,7,3,카카오톡 채널,매장 픽업 시간이 정확하게 안내됐습니다.,2025-03-16 03:42:00
R2025-000221,30대,여성,8,4,네이버 검색,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-03-16 08:34:00
R2025-000222,30대,여성,6,4,오프라인 매장,문제 발생 후 처리 결과를 끝까지 알려줘서 좋았습니다.,2025-03-16 09:03:00
R2025-000223,40대,남성,4,3,오프라인 매장,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-03-16 09:54:00
R2025-000224,60대 이상,남성,9,4,지인 추천,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-03-16 10:28:00
R2025-000225,30대,여성,2,2,네이버 검색,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-03-16 10:58:00
R2025-000226,50대,여성,5,3,오프라인 매장,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-03-16 12:15:00
R2025-000227,10대,여성,10,5,지인 추천,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-03-16 12:27:00
R2025-000228,40대,남성,6,3,네이버 검색,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-03-16 14:47:00
R2025-000229,40대,여성,8,4,지인 추천,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-03-16 15:10:00
R2025-000230,20대,여성,7,4,인스타그램,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-03-16 15:17:00
R2025-000231,20대,남성,8,3,카카오톡 채널,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-03-16 18:58:00
R2025-000232,30대,여성,10,5,네이버 검색,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-03-16 19:10:00
R2025-000233,60대 이상,남성,5,3,인스타그램,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-03-16 19:15:00
R2025-000234,40대,여성,4,3,네이버 검색,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-03-16 19:19:00
R2025-000235,50대,남성,9,5,네이버 검색,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-03-16 21:03:00
R2025-000236,50대,남성,9,4,네이버 검색,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-03-16 21:09:00
R2025-000237,30대,남성,8,4,앱 푸시,할인 금액이 결제 전 명확하게 보여서 좋았습니다.,2025-03-16 23:17:00
R2025-000238,50대,여성,3,2,카카오톡 채널,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-03-17 00:16:00
R2025-000239,10대,남성,3,2,카카오톡 채널,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-03-17 02:28:00
R2025-000240,20대,남성,8,4,카카오톡 채널,매장 픽업 시간이 정확하게 안내됐습니다.,2025-03-17 02:46:00
R2025-000241,50대,여성,7,3,이메일,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-03-17 04:38:00
R2025-000242,50대,여성,4,3,인스타그램,배송 예정일이 실제와 달라 일정 조정이 필요했습니다.,2025-03-17 06:58:00
R2025-000243,20대,여성,10,5,이메일,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-03-17 09:02:00
R2025-000244,30대,남성,7,3,카카오톡 채널,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-03-17 10:55:00
R2025-000245,40대,남성,2,2,네이버 검색,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-03-17 11:32:00
R2025-000246,50대,남성,2,1,인스타그램,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-03-17 11:49:00
R2025-000247,40대,남성,9,4,카카오톡 채널,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-03-17 11:59:00
R2025-000248,30대,남성,8,4,오프라인 매장,영수증과 결제 내역 확인이 쉬웠습니다.,2025-03-17 16:17:00
R2025-000249,30대,여성,9,5,이메일,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-03-17 17:56:00
R2025-000250,30대,여성,2,2,인스타그램,배송 예정일이 실제와 달라 일정 조정이 필요했습니다.,2025-03-17 19:21:00
R2025-000251,40대,남성,5,3,앱 푸시,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-03-17 22:51:00
R2025-000252,50대,여성,8,4,인스타그램,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-03-17 23:23:00
R2025-000253,30대,남성,3,3,네이버 검색,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-03-17 23:24:00
R2025-000254,20대,남성,10,4,인스타그램,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-03-17 23:43:00
R2025-000255,20대,여성,9,5,네이버 검색,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-03-17 23:54:00
R2025-000256,40대,남성,10,4,오프라인 매장,배송 안내 문자가 제때 와서 안심이 됐습니다.,2025-03-18 00:13:00
R2025-000257,50대,여성,8,4,네이버 검색,고객센터 연결까지 대기 시간이 길었습니다.,2025-03-18 00:28:00
R2025-000258,20대,응답하지 않음,8,5,카카오톡 채널,반품 배송비 안내가 더 앞쪽에 있으면 좋겠습니다.,2025-03-18 02:36:00
R2025-000259,20대,남성,5,2,인스타그램,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-03-18 03:55:00
R2025-000260,40대,남성,10,5,네이버 검색,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-03-18 07:39:00
R2025-000261,20대,여성,9,4,네이버 검색,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-03-18 08:56:00
R2025-000262,50대,여성,8,4,지인 추천,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-03-18 10:58:00
R2025-000263,30대,여성,9,5,네이버 검색,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-03-18 14:13:00
R2025-000264,20대,여성,7,4,인스타그램,환불 절차가 예상보다 오래 걸렸습니다.,2025-03-18 15:07:00
R2025-000265,50대,여성,8,4,카카오톡 채널,상품 비교 기능이 있으면 더 좋겠습니다.,2025-03-18 15:44:00
R2025-000266,20대,여성,7,3,네이버 검색,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-03-18 15:55:00
R2025-000267,30대,응답하지 않음,9,4,네이버 검색,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-03-18 16:04:00
R2025-000268,20대,여성,7,4,오프라인 매장,프로모션 문구가 이해하기 쉬웠습니다.,2025-03-18 17:30:00
R2025-000269,20대,여성,5,3,앱 푸시,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-03-18 18:09:00
R2025-000270,10대,남성,7,4,네이버 검색,프로모션 문구가 이해하기 쉬웠습니다.,2025-03-18 18:30:00
R2025-000271,20대,남성,8,4,앱 푸시,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-03-18 19:10:00
R2025-000272,20대,남성,9,4,인스타그램,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-03-18 20:22:00
R2025-000273,20대,남성,1,1,지인 추천,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-03-19 00:08:00
R2025-000274,40대,남성,9,4,지인 추천,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-03-19 00:57:00
R2025-000275,40대,남성,2,1,지인 추천,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-03-19 01:02:00
R2025-000276,30대,남성,2,2,오프라인 매장,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-03-19 01:22:00
R2025-000277,30대,남성,8,4,인스타그램,주소 입력 화면에서 자동완성이 잘 작동했습니다.,2025-03-19 02:40:00
R2025-000278,30대,여성,3,2,인스타그램,추천 상품이 제 관심사와 잘 맞았습니다.,2025-03-19 04:44:00
R2025-000279,50대,여성,4,3,카카오톡 채널,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-03-19 07:16:00
R2025-000280,50대,여성,9,4,네이버 검색,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-03-19 07:16:00
R2025-000281,10대,여성,3,3,지인 추천,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-03-19 07:53:00
R2025-000282,20대,남성,9,5,네이버 검색,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-03-19 11:54:00
R2025-000283,20대,여성,9,5,네이버 검색,영수증과 결제 내역 확인이 쉬웠습니다.,2025-03-19 12:36:00
R2025-000284,20대,여성,8,4,네이버 검색,주소 입력 화면에서 자동완성이 잘 작동했습니다.,2025-03-19 13:46:00
R2025-000285,40대,여성,9,5,네이버 검색,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-03-19 14:32:00
R2025-000286,30대,남성,8,5,지인 추천,상품 비교 기능이 있으면 더 좋겠습니다.,2025-03-19 15:48:00
R2025-000287,10대,여성,6,3,지인 추천,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-03-19 16:22:00
R2025-000288,30대,남성,10,4,카카오톡 채널,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-03-19 16:28:00
R2025-000289,30대,남성,2,2,네이버 검색,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-03-19 16:37:00
R2025-000290,20대,여성,7,4,카카오톡 채널,프로모션 문구가 이해하기 쉬웠습니다.,2025-03-19 16:40:00
R2025-000291,50대,남성,8,4,카카오톡 채널,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-03-19 17:35:00
R2025-000292,20대,여성,3,1,지인 추천,고객센터 연결까지 대기 시간이 길었습니다.,2025-03-19 21:14:00
R2025-000293,50대,여성,5,3,인스타그램,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-03-19 21:24:00
R2025-000294,20대,남성,9,5,인스타그램,배송 예정일이 실제와 달라 일정 조정이 필요했습니다.,2025-03-19 21:32:00
R2025-000295,50대,남성,6,3,인스타그램,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-03-19 22:39:00
R2025-000296,50대,여성,5,3,앱 푸시,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-03-20 00:59:00
R2025-000297,60대 이상,남성,7,3,오프라인 매장,고객센터 연결까지 대기 시간이 길었습니다.,2025-03-20 01:40:00
R2025-000298,50대,여성,9,4,인스타그램,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-03-20 03:21:00
R2025-000299,40대,남성,9,5,인스타그램,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-03-20 05:14:00
R2025-000300,40대,남성,10,4,네이버 검색,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-03-20 06:25:00
R2025-000301,40대,남성,7,4,앱 푸시,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-03-20 07:43:00
R2025-000302,20대,남성,7,3,카카오톡 채널,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-03-20 09:44:00
R2025-000303,30대,여성,4,2,네이버 검색,고객센터 연결까지 대기 시간이 길었습니다.,2025-03-20 12:56:00
R2025-000304,30대,남성,7,4,앱 푸시,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-03-20 12:58:00
R2025-000305,50대,남성,10,5,지인 추천,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-03-20 13:36:00
R2025-000306,30대,남성,8,4,네이버 검색,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-03-20 15:49:00
R2025-000307,30대,여성,9,4,네이버 검색,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-03-20 15:52:00
R2025-000308,40대,여성,9,4,네이버 검색,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-03-20 16:42:00
R2025-000309,20대,여성,9,4,인스타그램,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-03-20 19:11:00
R2025-000310,20대,여성,9,4,네이버 검색,오프라인 매장에서 안내받은 내용과 앱 정보가 일치했습니다.,2025-03-20 21:16:00
R2025-000311,30대,여성,8,4,앱 푸시,반품 배송비 안내가 더 앞쪽에 있으면 좋겠습니다.,2025-03-20 21:33:00
R2025-000312,30대,여성,9,4,앱 푸시,포장 상태가 깔끔했고 파손 없이 도착했습니다.,2025-03-21 00:37:00
R2025-000313,20대,남성,6,4,인스타그램,반품 배송비 안내가 더 앞쪽에 있으면 좋겠습니다.,2025-03-21 00:56:00
R2025-000314,30대,여성,9,5,인스타그램,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-03-21 02:12:00
R2025-000315,30대,남성,8,4,카카오톡 채널,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-03-21 03:14:00
R2025-000316,30대,남성,0,1,네이버 검색,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-03-21 03:53:00
R2025-000317,30대,남성,4,3,지인 추천,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-03-21 05:21:00
R2025-000318,40대,여성,9,4,네이버 검색,상담 기록이 남아 있어서 같은 설명을 반복하지 않아도 됐습니다.,2025-03-21 06:14:00
R2025-000319,30대,여성,10,4,네이버 검색,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-03-21 07:20:00
R2025-000320,60대 이상,남성,10,4,카카오톡 채널,할인 금액이 결제 전 명확하게 보여서 좋았습니다.,2025-03-21 09:15:00
R2025-000321,50대,남성,9,4,네이버 검색,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-03-21 10:34:00
R2025-000322,30대,여성,4,3,카카오톡 채널,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-03-21 14:44:00
R2025-000323,30대,남성,7,4,지인 추천,오프라인 매장에서 안내받은 내용과 앱 정보가 일치했습니다.,2025-03-21 16:20:00
R2025-000324,30대,남성,8,4,오프라인 매장,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-03-21 17:47:00
R2025-000325,50대,남성,9,4,인스타그램,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-03-21 18:42:00
R2025-000326,40대,여성,9,4,이메일,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-03-21 19:11:00
R2025-000327,50대,여성,6,3,카카오톡 채널,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-03-21 19:18:00
R2025-000328,30대,여성,7,4,이메일,매장 픽업 시간이 정확하게 안내됐습니다.,2025-03-21 20:35:00
R2025-000329,40대,남성,10,5,인스타그램,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-03-21 22:08:00
R2025-000330,30대,여성,9,5,네이버 검색,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-03-21 23:30:00
R2025-000331,40대,여성,7,4,앱 푸시,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-03-22 02:44:00
R2025-000332,20대,남성,5,3,네이버 검색,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-03-22 02:55:00
R2025-000333,40대,여성,8,4,네이버 검색,추천 상품이 제 관심사와 잘 맞았습니다.,2025-03-22 02:57:00
R2025-000334,50대,여성,9,4,네이버 검색,환불 절차가 예상보다 오래 걸렸습니다.,2025-03-22 05:01:00
R2025-000335,20대,여성,5,3,카카오톡 채널,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-03-22 07:14:00
